text,label,flag_words_strict,explanation
"අහලා තියෙනවා කාර්ය මණ්ඩලය සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයා හැමදාම මෙහෙමයි: කට්ට කාලයක් නාස්ති. සමාජය අවුල් කරනවා,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
යූටියුබර්ලා ගැන රහසේ පාලනයක් තියෙනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, රහසේ, පාලනය, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"දේශපාලකයන් සමහර සමහර වෙලාවට අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එකගේ වැඩ වගකීමක් නෑ නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
මේක ඔය කණ්ඩායමගේ පුරුද්දක් වගේ—අසභ්‍ය වැඩ නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔයාලා වැඩේ අතිශය අන්ධ හැසිරීම. වෙන අයට හානියක් කරනවා. මොළේ යොදාගන්න! හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"වෘත්තීයවේදීන් ඇතැම් කාලෙකට කාලෙට අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක ඇත්තටම හරිම අප්පිරියයි. කඩිනම්ව වෙනස් වෙන්න! දැන් බලන්න.,HATE,"අප්පිරිය, වෙනස් වෙන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
ඔයා හරිම මෝඩ තීරණ නේද? වගකීම ගන්න! හරිද?,HATE,"මෝඩ, වගකීම ගන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය ටීම් එක කරන වැඩෙන් විශ්වාසය කඩනවා. වගකීම ගන්න! දැන් බලන්න.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
"ඇතුලේ කෙනෙක් කියනවා පුවත් ආයතන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස, ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"යූටියුබර්ලා අතුරින් කිහිපය කාලෙකට කාලෙට අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් අතුරින් කිහිපය පසුගිය කාලේදී අධික වේගයෙන් වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ටික්ටොක්කර්ලා අදාල තත්ත්වය අනුව පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා අදාල තත්ත්වය අනුව වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා ඇතැම් ඇතැම් අවස්ථාවල අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලා කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම කට්ට කාලයක් නාස්ති. දැන්ම හදාගන්න!,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය සෙට් එක අසභ්‍ය වැඩ ඒකයි.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය කණ්ඩායමගේ වැඩ අසාර්ථකයි ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
මිනිස්සු කියන විදියට ටික්ටොක්කර්ලා බේරාගන්න නීති රහසේ වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"ගුරුවරුන් තුළ දුර්වලතා කිහිපයක් තිබ්බත්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පොලිස් නිලධාරීන් ඇතැම් වෙන වෙන වෙලාවට අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා රහසේ මොකක්හරි කරනවා ගොඩක් අය කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, පරීක්ෂා කරලා",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"රාජ්‍ය සේවකයන් සමහර පසුගිය කාලේදී අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කතාවක් යනවා කණ්ඩායම් නායකයෝ බේරාගන්න නීති රහසේ වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස, රහසේ, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය admin ලා හරිම හරිම අප්පිරියයි. මොළේ යොදාගන්න! නෙමෙයිද?,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
"කතාවක් යනවා කාර්ය මණ්ඩලය බේරාගන්න නීති රහසේ වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"රහස, රහසේ, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ගුරුවරුන් ගැන පිටරටවලින් මුදල් ගන්නවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
