type,unsafe,clean
HATE,පක්ෂය අවබෝධයක් නැති රට විනාස කරනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
HATE,නායකයා වගකීමක් නැති රට විනාස කරනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
HATE,රජය වගකීමක් නැති ජනතාව විනාස කරනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
DISINFO,පාර්ලිමේන්තුව ගැන ලීක් වෙලා තියෙනවා,මෙය තහවුරු කළ හැකි සාක්ෂි තිබේද?
HATE,ආණ්ඩුව කූට රට විකුණනවා,මෙම තීරණය සම්බන්ධයෙන් මට සැකයක් ඇත.
HATE,කැබිනට් මණ්ඩලය මෝඩ රට විනාස කරනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
HATE,පක්ෂය දූෂිත රට කෑවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
DISINFO,නිලධාරීන් ගැන ලීක් වෙලා තියෙනවා,කරුණාකර නිල මූලාශ්‍රයක් හෝ සබැඳියක් ලබා දෙන්න.
DISINFO,පක්ෂය ගැන ලෝකයම පිළිගෙන තියෙනවා,කරුණාකර මූලාශ්‍රයක් සමඟ පමණක් බෙදාහදාගමු.
HATE,නිලධාරීන් මෝඩ සත්‍ය සඟවනවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
HATE,කැබිනට් මණ්ඩලය අවිශ්වාසනීය මිනිස්සු රවටනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
DISINFO,ඇමතිවරයා ගැන ලීක් වෙලා තියෙනවා,මෙය සත්‍යදැයි තහවුරු කිරීමට විශ්වාසනීය මූලාශ්‍රයක් අවශ්‍යයි.
DISINFO,දේශපාලකයන් ගැන ලෝකයම පිළිගෙන තියෙනවා,කරුණාකර මූලාශ්‍රයක් සමඟ පමණක් බෙදාහදාගමු.
DISINFO,පාර්ලිමේන්තුව ගැන 100% සත්‍යයි,කරුණාකර මූලාශ්‍රයක් සමඟ පමණක් බෙදාහදාගමු.
DISINFO,පාර්ලිමේන්තුව ගැන රහස් වාර්තාවක් තියෙනවා,මෙය තහවුරු කළ හැකි සාක්ෂි තිබේද?
HATE,මන්ත්‍රීවරු වගකීමක් නැති ජනතාව විනාස කරනවා,මෙම කරුණ සම්බන්ධයෙන් විවේචනයක් ඇත. කරුණාකර සාකච්ඡා කරමු.
DISINFO,නායකයා ගැන ලෝකයම පිළිගෙන තියෙනවා,මෙය නොතහවුරු වූ තොරතුරක් විය හැක. නිල තහවුරු කිරීමක් අවශ්‍ය වේ.
DISINFO,නිලධාරීන් ගැන ලීක් වෙලා තියෙනවා,මෙය නොතහවුරු වූ තොරතුරක් විය හැක. නිල තහවුරු කිරීමක් අවශ්‍ය වේ.
HATE,නායකයා දූෂිත රට කෑවා,මෙම තීරණය සම්බන්ධයෙන් මට සැකයක් ඇත.
HATE,රජය කූට බොරුව පතුරවනවා,මෙම ක්‍රියාවන් සම්බන්ධයෙන් මට ගැටළුවක් ඇත. කරුණාකර පැහැදිලි කරන්න.
HATE,කැබිනට් මණ්ඩලය දූෂිත රට කෑවා,මෙම කරුණ සම්බන්ධයෙන් විවේචනයක් ඇත. කරුණාකර සාකච්ඡා කරමු.
DISINFO,ඇමතිවරයා ගැන අනිවාර්යයෙන්ම ඇත්ත,මෙය තහවුරු කළ හැකි සාක්ෂි තිබේද?
HATE,රජය දූෂිත ජනතාව විනාස කරනවා,මෙම ක්‍රියාවන් සම්බන්ධයෙන් මට ගැටළුවක් ඇත. කරුණාකර පැහැදිලි කරන්න.
HATE,රජය මෝඩ රට කෑවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
HATE,කැබිනට් මණ්ඩලය අවබෝධයක් නැති රට විකුණනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
HATE,ඇමතිවරයා අසාධාරණ රට කෑවා,මෙම ක්‍රියාවන් සම්බන්ධයෙන් මට ගැටළුවක් ඇත. කරුණාකර පැහැදිලි කරන්න.
HATE,පක්ෂය දූෂිත දූෂණ කරනවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
DISINFO,නායකයා ගැන 100% සත්‍යයි,කරුණාකර මූලාශ්‍රයක් සමඟ පමණක් බෙදාහදාගමු.
DISINFO,නායකයා ගැන රහස් වාර්තාවක් තියෙනවා,මෙය සත්‍යදැයි තහවුරු කිරීමට විශ්වාසනීය මූලාශ්‍රයක් අවශ්‍යයි.
HATE,කැබිනට් මණ්ඩලය මෝඩ රට විනාස කරනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
DISINFO,නායකයා ගැන අනිවාර්යයෙන්ම ඇත්ත,මෙය තහවුරු කළ හැකි සාක්ෂි තිබේද?
HATE,ඇමතිවරයා දූෂිත බොරුව පතුරවනවා,මෙම කරුණ සම්බන්ධයෙන් විවේචනයක් ඇත. කරුණාකර සාකච්ඡා කරමු.
HATE,ඇමතිවරයා මෝඩ ජනතාව විනාස කරනවා,මෙම ක්‍රියාවන් සම්බන්ධයෙන් මට ගැටළුවක් ඇත. කරුණාකර පැහැදිලි කරන්න.
HATE,රජය දූෂිත ජනතාව විනාස කරනවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
HATE,නිලධාරීන් වගකීමක් නැති දූෂණ කරනවා,මෙම කරුණ සම්බන්ධයෙන් විවේචනයක් ඇත. කරුණාකර සාකච්ඡා කරමු.
HATE,නිලධාරීන් ගොන් රට කෑවා,මෙම කරුණ පිළිබඳ මට එකඟ නොවෙයි. කරුණාකර සාක්ෂි සහිතව අදහස් දක්වමු.
HATE,පාර්ලිමේන්තුව වගකීමක් නැති ජනතාව විනාස කරනවා,මෙම ක්‍රියාවන් සම්බන්ධයෙන් මට ගැටළුවක් ඇත. කරුණාකර පැහැදිලි කරන්න.
HATE,ඇමතිවරයා මෝඩ බොරුව පතුරවනවා,අපි ගෞරවයෙන් සංවාදය කරමු.
